id,correct answer,CoT answers,length,instruction violation,internal mistake,Question,correctness
21,b,"['e' 'b' 'e' 'c' '78' 'c' 'b' 'e' '68' '117' '117' 'e' 'b' '69' 'c' '69'
 'e' 'e' 'c' 'c' 'e' '78' 'c' 'b' 'd' 'c' '78' 'e' '69' 'c' '137' '117'
 'b' '69' 'b' 'e' 'b' 'b' 'b' 'e']","[8 7 8 7 5 7 6 7 5 6 6 6 6 7 7 7 8 8 6 6 7 7 7 6 7 5 8 8 7 6 4 6 5 7 6 8 7
 6 7 8]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","the ratio of ducks and frogs in a pond is 37 : 39 respectively . the average number of ducks and frogs in the pond is 132 . what is the number of frogs in the pond ? The options are: a ) 148 , b ) 134 , c ) 156 , d ) 144 , e ) none","[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0]"
22,e,"['e' 'e' 'e' 'e' 'e' 'e' 'e' 'e' 'e' 'e' 'e' 'e' 'e' 'e' 'e' 'e' 'e' 'e'
 'e' 'e' 'e' 'e' 'e' 'e' 'e' 'e' 'e' 'e' 'e' 'e' 'e' 'e' 'e' 'e' 'e' 'e'
 'e' 'e' 'e' 'e']","[3 3 3 3 3 4 3 4 3 4 3 4 4 3 2 2 3 3 3 4 2 4 4 3 3 3 4 3 4 4 4 3 3 2 3 3 3
 3 3 3]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","calculate the circumference of a circular field whose radius is 7 centimeters . The options are: a ) 11 π cm , b ) 15 π cm , c ) 1 π cm , d ) 4 π cm , e ) 14 π cm","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
23,a,"['c' 'c' 'a' 'a' 'b' 'b' 'b' 'c' 'b' 'c' 'c' 'c' 'b' 'a' 'c' 'a' 'c' 'b'
 'c' 'b' 'b' 'b' 'c' 'c' 'c' 'b' 'b' 'a' 'c' 'a' 'b' 'b' 'c' 'c' 'c' 'c'
 'b' 'c' 'c' 'a']","[4 4 3 6 6 4 6 4 4 5 4 4 6 4 4 4 4 5 4 4 4 4 5 4 4 4 5 5 4 5 4 6 5 4 4 5 6
 4 4 4]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","a certain car can travel 32 kilometers on a liter of fuel . if the fuel tank ’ s contents decrease by 3.9 gallons over a period of 5.7 hours as the car moves at a constant speed , how fast is the car moving , in miles per hour ? ( 1 gallon = 3.8 liters ; 1 mile = 1.6 kilometers ) The options are: a ) 52 , b ) 65 , c ) 78 , d ) 91 , e ) 104","[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
24,b,"['a' 'c' 'a' 'a' 'b' 'a' 'a' 'b' 'b' 'b' 'a' 'b' 'a' 'c' 'a' 'a' 'a' 'b'
 'a' 'c' 'c' 'b' 'b' 'b' 'a' 'b' 'a' 'c' 'b' 'a' 'b' 'c' 'a' 'a' 'b' 'b'
 'c' 'b' 'c' 'b']","[6 4 5 5 3 5 5 2 2 3 5 4 2 3 5 5 3 2 5 2 3 3 7 3 3 2 2 3 2 2 2 2 5 4 3 2 4
 4 7 2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","a , b , c and d enter into partnership . a subscribes 1 / 3 of the capital b 1 / 4 , c 1 / 5 and d the rest . how much share did c get in a profit of rs . 2430 ? The options are: a ) s . 432 , b ) s . 486 , c ) s . 822 , d ) s . 812 , e ) s . 810","[0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1]"
25,d,"['the final answer is 63.' '63' '21' '63' 'c' 'b' 'c' 'd' '63' 'd' 'd'
 '63' 'd' 'd' '63' '63' 'd' '63' 'c' '84' 'd' 'a' 'd' '63' '63' 'd' 'b'
 'd' 'd' '63' 'd' '63' 'd' '63' '63' 'd' 'b' 'd' '63' 'd']","[ 5  6 10  6  1  7 11  6  8  7  7  7  9  7  8  8  6  6  1  8  6  7  9  6
  6  6  7  5  5  8  8  6  8  7  6  6  7  6  6  5]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","the ratio of the number of females to males at a party was 1 : 2 but when 7 females and 7 males left , the ratio became 1 : 3 . how many people were at the party originally ? The options are: a ) 28 , b ) 32 , c ) 36 , d ) 42 , e ) 50","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1]"
26,c,"['c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c'
 'c' 'c' 'a' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'a' 'c' 'c' 'c' 'c' 'c' 'c' 'c'
 'c' 'c' 'c' 'c']","[5 2 5 3 4 2 3 2 4 4 4 3 4 3 3 3 3 2 2 3 3 3 5 4 3 3 2 2 3 5 4 4 3 5 4 5 5
 3 3 2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","the compound ratio of 5 : 6 , 3 : 2 and 4 : 5 is ? The options are: a ) 3 : 5 , b ) 2 : 7 , c ) 1 : 1 , d ) 1 : 4 , e ) none","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
27,d,"['a' '480 km' 'a' 'a' 'a' 'a' 'a' 'd' 'a' 'a' 'a' 'a' 'd' 'a' 'a' 'a' 'a'
 'a' 'a' 'a' 'a' 'a' 'a' 'a' 'a' 'a' 'd' 'd' 'a' 'a' 'a' 'd' 'a' 'a' 'a'
 'a' 'a' 'a' 'a' 'a']","[ 7 10  6  6  6  6  6  9  7  6  6  5 10  6  7  4  7  7  5  6  7  8  4  6
  7  6 10 10  5  6  6 10  6  5  6  6  6  6  5  6]","[0 0 0 2 0 0 0 0 2 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 2 2
 0 2 2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","a woman complete a journey in 20 hours . she travels first half of the journey at the rate of 21 km / hr and second half at the rate of 24 km / hr . find the total journey in km . The options are: a ) 334 km . , b ) 216 km . , c ) 314 km . , d ) 448 km . , e ) 544 km .","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
28,c,"['c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c'
 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c'
 'c' 'c' 'c' 'c']","[4 4 3 5 5 5 5 4 2 4 5 5 5 4 4 4 5 5 5 3 4 3 5 3 5 5 5 5 3 5 4 7 5 4 5 5 5
 4 4 3]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","find the compound interest on $ 1200 for 6 years at 20 % p . a . if ci is component yearly ? The options are: a ) $ 120 , b ) $ 150 , c ) $ 2383 , d ) $ 250 , e ) $ 300","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
29,a,"['a' 'a' 'a' 'a' 'a' 'a' 'a' 'a' 'a' 'a' 'a' 'a' 'a' 'a' 'a' 'a' 'c' 'a'
 'a' 'a' 'b' 'a' 'a' 'd' 'a' 'a' 'a' 'a' 'a' 'a' 'a' 'a' 'a' 'a' 'a' 'a'
 'a' 'a' 'a' 'a']","[6 5 6 6 6 6 5 6 6 6 6 6 6 6 6 6 6 6 6 6 8 6 6 5 6 6 6 6 6 6 6 6 6 5 6 6 6
 6 6 5]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","you need to unlock a secret code using following clues , can you ? here you have the clues : clue - 1 : 0 7 9 ( one of the numbers is correct and is placed in its correct position ) clue - 2 : 0 3 2 ( nothing is correct ) clue - 3 : 1 0 8 ( two numbers are correct but not placed at its correct position . ) clue - 4 : 9 2 6 ( one number is correct but not placed at its correct position . ) clue - 5 : 6 7 8 ( one number is correct but not placed at its correct position . ) The options are: a ) 819 , b ) 918 , c ) 198 , d ) 189 , e ) 891","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
30,b,"['c' 'b' 'b' 'a' 'b' 'b' '5' '5' 'b' 'b' '4' 'c' 'c' 'b' 'c' 'b' '4' '4'
 'c' 'a' 'b' 'b' 'b' '5' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'c' 'a' 'c' 'c' 'b'
 'c' 'c' 'b' 'c']","[ 4 11  6  6 11 12  5  5 11 13  5  5  9 11  6  7  5  5  6  5  6  7  7  9
  7  9 13  8  7  9  7  7  5  7  4  7  6  6 11  7]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","two positive integers differ by 4 , and sum of their reciprocals is 2 . then one of the numbers is The options are: a ) a ) 3 , b ) 2 , c ) c ) 5 , d ) d ) 21 , e ) e ) 28","[0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
31,e,"['e' 'e' 'e' 'e' 'e' 'e' 'e' 'e' 'e' 'e' 'e' 'e' 'c' 'e' 'c' 'e' 'e' 'e'
 'e' 'e' 'c' 'c' 'e' 'e' 'c' 'e' 'e' 'c' 'e' 'c' 'e' 'e' 'c' 'e' 'e' 'e'
 'c' 'e' 'c' 'e']","[3 3 3 3 3 3 3 3 3 3 3 3 4 3 4 3 3 3 3 3 4 4 4 3 4 3 3 4 3 3 3 4 4 3 3 3 4
 3 4 3]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 0 0 0 0 0 0 0 0 2 2 0 0 0 0
 2 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","set s contains exactly 10 numbers and has an average ( arithmetic mean ) of 6.2 . if one of the numbers in set s is increased by 7 , while all other numbers remain the same , what is the new average of set s ? The options are: a ) 6.6 , b ) 6.7 , c ) 6.8 , d ) 6.85 , e ) 6.9","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1]"
32,d,"['d' 'd' 'd' 'd' 'd' 'd' 'd' 'd' 'd' 'd' 'd' 'd' 'd' 'd' 'd' 'd' 'd' 'd'
 'd' 'd' 'd' 'd' 'd' 'd' 'd' 'd' 'd' 'd' 'd' 'd' 'd' 'd' 'd' 'd' 'd' 'd'
 'd' 'd' 'd' 'd']","[3 3 3 3 3 5 3 2 3 3 2 3 3 5 5 2 2 3 3 3 3 2 3 2 3 3 2 4 2 2 3 3 3 2 0 3 2
 3 3 3]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","if p ( a ) = 1 / 5 and p ( b ) = 2 / 5 , find p ( a n b ) if a and b are independent events . The options are: a ) 7 / 25 , b ) 3 / 25 , c ) 8 / 25 , d ) 2 / 25 , e ) 3 / 17","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
33,e,"['e' 'e' 'e' 'c' 'c' 'e' 'c' 'e' 'c' 'c' 'e' 'c' 'e' 'c' 'e' 'e' 'c' 'c'
 'c' 'c' 'c' 'c' 'c' 'c' 'e' 'c' 'e' 'c' 'c' 'e' 'c' 'c' 'c' 'e' 'c' 'e'
 'c' 'e' 'e' 'e']","[3 4 3 4 4 3 4 3 4 6 3 4 3 4 4 3 4 5 4 4 5 4 5 4 5 4 3 4 5 3 4 5 5 3 5 4 5
 3 3 3]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","a train is 320 meter long is running at a speed of 45 km / hour . in what time will it pass a bridge of 140 meter length ? The options are: a ) 11 seconds , b ) 38 seconds , c ) 40 seconds , d ) 88 seconds , e ) 36.8 seconds","[1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1]"
34,a,"['c' 'a' 'c' 'c' 'd' 'a' 'a' 'a' 'a' 'c' 'c' 'a' 'a' 'a' 'a' 'a' 'a' 'c'
 'a' 'c' 'c' 'c' 'c' 'c' 'c' 'a' 'a' 'a' 'a' 'a' 'c' 'c' 'b' 'c' 'a' 'c'
 'c' 'a' 'd' 'c']","[3 3 5 3 7 3 6 3 4 1 3 4 4 4 3 3 3 4 3 2 4 3 3 1 4 4 4 5 5 3 1 4 1 1 5 4 2
 4 3 1]","[0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","if a is a positive integer , and if the units digit of a ^ 2 is 9 and the units digit of ( a + 1 ) ^ 2 is 4 , what is the units x digit of ( a + 2 ) ^ 2 ? The options are: a ) 1 , b ) 3 , c ) 5 , d ) 6 , e ) c . 14","[0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]"
35,d,"['c' 'a' 'a' 'd' 'd' 'd' 'a' 'd' 'd' 'd' 'd' 'a' 'd' 'd' 'a' 'd' 'd' 'a'
 'd' 'a' 'd' 'd' 'a' 'a' 'd' 'd' 'a' 'd' 'd' 'a' 'd' 'd' 'd' 'a' 'a' 'd'
 'd' 'd' 'a' 'a']","[3 5 3 3 3 3 5 3 3 3 3 5 3 3 5 3 3 5 3 4 3 3 5 3 3 3 3 3 3 5 3 3 3 3 5 3 3
 6 5 5]","[0 0 0 0 0 0 2 0 0 0 9 0 0 0 2 0 2 0 2 2 0 0 0 2 0 0 2 0 2 0 0 2 0 0 0 2 0
 0 0 2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","by the how much is two - fifth of 300 greater than 3 - fifths of 125 ? The options are: a ) 15 , b ) 3 , c ) 5 , d ) 45 , e ) none of these","[0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0]"
36,d,"['d' 'd' 'c' 'c' 'c' 'c' 'd' 'c' 'd' 'd' 'd' 'd' 'd' 'd' 'c' 'd' 'd'
 'error' 'd' 'd' 'd' 'd' 'd' 'c' 'c' 'c' 'd' 'd' 'd' 'd' 'd' 'd' 'd' 'd'
 'd' 'd' 'd' 'd' 'd' 'd']","[6 6 1 1 1 1 4 1 4 4 4 7 4 4 3 4 6 0 6 6 6 6 6 1 3 1 4 5 6 4 5 4 6 6 4 5 4
 5 6 5]","[ 0  0  0  0  0  2  0  0  0  0  0  0  0  0  0  0  0 10  0  0  0  0  0  2
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","a collection of books went on sale , and 2 / 3 of them were sold for $ 3.50 each . if none of the 40 remaining books were sold , what was the total amount received for the books that were sold ? The options are: a ) $ 180 , b ) $ 250 , c ) $ 260 , d ) $ 280 , e ) $ 300","[1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
37,e,"['e' 'a' 'a' 'a' 'e' 'e' 'e' 'e' 'a' 'e' 'e' 'e' 'e' 'e' 'a' 'c' 'e' 'a'
 'a' 'e' 'e' 'e' 'e' 'a' 'e' 'e' 'a' 'e' 'e' 'a' 'a' '30' '60' 'e' 'e' 'a'
 'e' 'c' 'd' 'e']","[ 7  6  8  9  8  6  7  7  7  9  9  9  8  8 11  7  9  7  7  7 10  9  6  8
  9  5 10  5  7  8  9 10  9  7  7 10 12 11 10  8]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","excluding stoppages , the speed of a train is 60 kmph and including stoppages it is 40 kmph . of how many minutes does the train stop per hour ? The options are: a ) 12 , b ) 14 , c ) 16 , d ) 18 , e ) 20","[1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1]"
38,d,"['d' 'd' 'd' 'd' 'd' 'd' 'd' 'd' 'd' 'd' 'd' 'd' 'd' 'd' 'd' 'd' 'd' 'd'
 'd' 'd' 'd' 'd' 'd' 'd' 'd' 'd' 'd' 'd' 'd' 'b' 'd' 'd' 'd' 'd' 'd' 'd'
 'd' 'd' 'd' 'd']","[3 3 5 4 5 4 5 5 4 4 4 4 5 4 5 8 3 4 5 4 4 3 6 5 3 3 3 3 4 5 3 3 5 4 4 4 4
 5 4 3]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","an error 10 % in excess is made while measuring the side of a square . now what is the percentage of error in the calculated area of the square ? The options are: a ) 6.64 % , b ) 16.64 % , c ) 15.64 % , d ) 21 % , e ) 10.64 %","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
39,b,"['272' 'a' 'b' 'b' '192.32' 'a' 'a' '128' '272' 'b' 'b' 'a' 'a' '272' 'b'
 '96.16' 'b' '193' '136' 'b' '256' 'b' 'a' 'a' 'b' '128' 'b' 'a' 'b'
 '96.16' 'a' 'b' '192' 'b' 'a' 'a' 'b' 'b' 'b' 'a']","[ 6  4  7  0 10  5  8  5  6  4  6  0  2  7  4  9 11  9  5 14  7  0  0  0
  7  2  8  2  0 10 13 11  9  6  2  0  3  6  6  4]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","the perimeter of a rhombus is 68 cm and one of its diagonals is 16 cm . find its area ? The options are: a ) 290 , b ) 240 , c ) 2870 , d ) 289 , e ) 292","[0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0]"
40,b,"['b' 'd' 'd' 'd' 'd' 'd' 'd' 'd' 'd' 'd' 'd' 'b' 'd' 'b' 'd' 'd' 'b' 'd'
 'b' 'd' 'a' 'd' 'd' 'd' 'b' 'd' 'd' 'd' 'a' 'd' 'd' 'b' 'd' 'd' 'd' 'd'
 'd' 'd' 'b' 'd']","[ 1  5  6  1  5  1  4  3  4  6  4  7  4 11  6  1  1  6  1  4  1  6  5  5
  5  1  4  6  1  8  4  3  4  8  6 13  4  4  1  5]","[0 2 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0
 0 0 2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","if b is the center of the circle in the figure above and the area of the shaded region is 16 π , what is the length of arc adc ? The options are: ['a ) 4', 'b ) 4 π', 'c ) 16', 'd ) 8 π', 'e ) 16']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0]"
41,c,"['e' 'e' 'c' 'c' 'a' 'a' 'c' 'a' 'e' 'e' 'e' 'c' 'e' 'e' 'e' 'a' 'e' 'c'
 'e' 'a' 'e' 'e' 'e' 'c' 'e' 'e' 'e' 'c' 'a' 'a' 'e' 'c' 'a' 'e' 'e' 'e'
 'e' 'e' 'c' 'e']","[ 3  3  3  5  8  8  5 10  3  3  3  5  3  3  3  8  3  3  3 10  3  3  3  4
  3  3  3  4  3 10  3  5 10  3  3  3  3  3  4  3]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","in my , xiang sold 15 used cars . for these 15 used cars the range of selling prices was 15000 and the lowest selling price was 4500 . in june , xiang sold 10 cars . for these 10 cars the range of selling was 16000 and the lowest selling price was 5000 . what was the range of selling prices for the 25 used car sold by xiang in may and june ? The options are: a ) 15,600 , b ) 15,750 , c ) 16,820 , d ) 18,100 , e ) 19,200","[0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0]"
